category,problem,group,Institution_name,Item,Supplier_name,Unit_price,Quantity,UOM,Date_order,Date_payments,pay_num,order_num,Id
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Kpro Consulting Sa,1.0,547990.00,Other UOM,,2020-09-29,547990,0.0,228
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Libayi Projects,1.0,550000.00,Other UOM,,2020-09-29,550000,0.0,229
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Maita Solutions,1.0,550000.00,Other UOM,,2020-09-29,550000,0.0,230
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Moshopane Business Enterprises,1.0,669000.00,Other UOM,,2020-09-29,669000,0.0,231
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Thulaganyo Holdings,1.0,735000.00,Other UOM,,2020-09-29,735000,0.0,232
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Best Hygiene And Projects,1.0,800000.00,Other UOM,,2020-09-29,800000,0.0,233
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ditodele Trading Projects,1.0,819181.00,Other UOM,,2020-09-29,819181,0.0,234
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Antaeres Alliance,1.0,1390000.00,Other UOM,,2020-09-29,1390000,0.0,235
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ratshi Property Development,1.0,1590000.00,Other UOM,,2020-09-29,1590000,0.0,236
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Minqi Projects And Trading,1.0,1685900.00,Other UOM,,2020-09-29,1685900,0.0,237
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Mclenols Holdings,1.0,1940000.00,Other UOM,,2020-09-29,1940000,0.0,238
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Gramendo Projects,1.0,2700000.00,Other UOM,,2020-09-29,2700000,0.0,239
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Lisondalo,1.0,3986200.00,Other UOM,,2020-09-29,3986200,0.0,240
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Netvision Energy Savers,1.0,4010071.00,Other UOM,,2020-09-29,4010071,0.0,241
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Favoured Street Properties,1.0,4547758.00,Other UOM,,2020-09-29,4547758,0.0,242
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Insimu Medical Group,1.0,4653245.00,Other UOM,,2020-09-29,4653245,0.0,243
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Chachulani Group Investment Hold,1.0,4768090.00,Other UOM,,2020-09-29,4768090,0.0,244
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,I Call  The  Shots,1.0,4900000.00,Other UOM,,2020-09-29,4900000,0.0,245
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Imani Portfolio Holdings,1.0,5095791.00,Other UOM,,2020-09-29,5095791,0.0,246
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Psychin Consulting,1.0,5130898.00,Other UOM,,2020-09-29,5130898,0.0,247
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Homeground Trading 1105,1.0,6448281.00,Other UOM,,2020-09-29,6448281,0.0,248
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Insimu Consulting,1.0,11518299.00,Other UOM,,2020-09-29,11518299,0.0,249
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Fikile Mpofana,1.0,11693000.00,Other UOM,,2020-09-29,11693000,0.0,250
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Insimu Projects,1.0,13907600.00,Other UOM,,2020-09-29,13907600,0.0,251
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Akane Trading And Projects,8.46,302508,per m2,,,2559217,2559217.0,252
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Tes Cleaning,11.99,351864,per m2,,,3870494,3870504.0,253
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Lucage Trading And Projects,13.0,812349,per m2,,,10560537,10560537.0,254
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Ambroser Solutions,10.5,3045924,per m2,,,31982190,31982202.0,255
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Cocase South Africa,12.0,2809728,per m2,,,33716736,33717736.0,256
Orders flagged by media,Fogging,Gauteng Infrastructure fumigation orders,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Keo Group,10.25,3898821,per m2,,,39350307,39962915.0,257
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - economic development,PPE000 Other PPEs_Fogging of GG-vehicle,Good Thoughts Projects,0.0,1.00,Each,2020-09-17,2021-08-03,733,236700.0,258
Potential orders to investigate,Fogging,Other orders related to fogging,Kwazulu natal - economic development and tourism,PPE021 Sanitising of buildings_Fogging/ Sanitization (Offices)- Umkhanyakude District Office - 6 month contract(4000),Rainbow Moon Service,4.26,24000.00,Other UOM,2020-07-16,2020-08-31,14800,102120.0,259
Potential orders to investigate,Fogging,Other orders related to fogging,Kwazulu natal - economic development and tourism,PPE021 Sanitising of buildings_Fogging/ Sanitization (Offices)- Pietermaritzburg Head Office District Office - 6 month contract(8700),Rainbow Moon Service,2.3,52200.00,Other UOM,2020-07-16,2020-08-31,17400,120060.0,260
Potential orders to investigate,Fogging,Other orders related to fogging,Trans-caledon tunnel authority,PPE019 Surface sanitisers and disinfectants_Disinfection and fogging of the TCTA head Office for a period of six (6) months,Angieochem,0.0,48 weeks,0,2021-01-03,,24900,265802.0,261
Potential orders to investigate,Fogging,Other orders related to fogging,Railway safety regulator,PPE000 Other PPEs_Air fogging disinfection of fleet,Mothwanape Hygiene And,250.0,16.00,Each,2020-07-28,2020-08-13,34800,313200.0,262
Potential orders to investigate,Fogging,Other orders related to fogging,Railway safety regulator,PPE021 Sanitising of buildings_Air fogging disinfection of building,Mothwanape Hygiene And,3.0,A combined total of approximately 3400 square meters of office space (HO. and GP offices),Each,2020-07-28,2020-08-13,34800,313200.0,263
Potential orders to investigate,Fogging,Other orders related to fogging,Railway safety regulator,PPE021 Sanitising of buildings_Air fogging disinfection of building,0,4.0,A combined total of approximately 800 square meters of office space (KZN and WC offices),Each,2020-07-28,2020-08-13,34800,313200.0,264
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - human settlements,PPE021 Sanitising of buildings_Sanitizing building in a form of fogging,Nzimase Group,0.0,0.00,per m2,2021-05-25,2021-07-20,82616,165232.8,265
Potential orders to investigate,Fogging,Other orders related to fogging,Home affairs,PPE021 Sanitising of buildings_Fumigation,The Specialist Franchise,23.0,16583.00,per m2,2020-03-07,2020-11-08,90367,381409.0,266
Potential orders to investigate,Fogging,Other orders related to fogging,Port st johns local municipality,Fumigation of all Municipal Offices,Dolphin Coast T/A Santec Cleaning,5.0,17500sq meters,per m2,,2020-02-07,106088,106087.5,267
Potential orders to investigate,Fogging,Other orders related to fogging,Thaba chweu local municipality,PPE000 Other PPEs_Fumigation pressure spray,Jmlnt Holding (Pty) Ltd,1800.0,60.00,Each,2020-05-28,2020-12-06,108000,108000.0,268
Potential orders to investigate,Fogging,Other orders related to fogging,Council for geosciences,PPE021 Sanitising of buildings_Deep cleaning and sanitazing ncluding fogging all offices in Upington,Matthews And Nephew,111104.0,1.00,Each,2020-05-20,2020-05-20,111104,111104.0,269
Potential orders to investigate,Fogging,Other orders related to fogging,Eastern cape - public works,PPE000 Other PPEs_Sanitation services (anti-microbial fogging and related products)Sarah Baartman,Zanolutho Business Enterprise,114462.5,1.00,per m2,2020-07-15,2020-07-27,114463,114462.5,270
Potential orders to investigate,Fogging,Other orders related to fogging,North west - economy and enterprise development,Other_Fumigation,Biko Tradings,30.9,1850.00,per m2,2020-06-17,2020-07-07,118905,118905.0,271
Potential orders to investigate,Fogging,Other orders related to fogging,National museum bloemfontein,"Backpack foggers machine -tank capacity 12L, rated voltage,110v/60Hz, motor power, 1.2kw,particle size,0-50 micro(adjustable) and spray distance 8-10mitre",0,19960.0,6.00,0,2020-06-22,2020-07-24,119760,119760.0,272
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - human settlements,PPE021 Sanitising of buildings_Fogging of Building in a form of sanitizing,Nzimase Group,,0.00,per m2,,2021-08-25,120600,120600.0,273
Potential orders to investigate,Fogging,Other orders related to fogging,Civilian secretariat for police,PPE021 Sanitising of buildings_CSPS office and Office of the DPCI Covid fumigation / sanitization,Mafanisa A Trading,121189.68,1.00,Each,2020-07-21,2020-09-14,121190,121189.68,274
Potential orders to investigate,Fogging,Other orders related to fogging,Kwazulu natal - sharks board,Other_Fumigation,Manquthu Holdings,127950.0,1.00,Each,2020-08-25,2020-03-09,127950,127950.0,275
Potential orders to investigate,Fogging,Other orders related to fogging,North west - agriculture and rural development,PPE000 Other PPEs_500ml disinfectant fogging spray,Rkm Suppliers & General Maintenance Cc,135.0,1000.00,500ml,2021-02-23,2021-03-25,135000,163380.0,276
Potential orders to investigate,Fogging,Other orders related to fogging,Civilian secretariat for police,PPE021 Sanitising of buildings_CSPS office and Office of the DPCI Covid fumigation / sanitization,Mafanisa A Trading,141387.96,1.00,Each,2020-07-21,2020-07-23,141388,141387.96,277
Potential orders to investigate,Fogging,Other orders related to fogging,Civilian secretariat for police,PPE021 Sanitising of buildings_CSPS office and Office of the DPCI Covid fumigation / sanitization,Mafanisa A Trading,141387.96,1.00,Each,2020-07-21,2020-08-24,141388,141387.96,278
Potential orders to investigate,Fogging,Other orders related to fogging,Kopanong local municipality,Deep Cleaning and Fumigation,0,14.99,713.00,per m2,,2020-05-14,155266,10687.87,279
Potential orders to investigate,Fogging,Other orders related to fogging,Department of correctional services,FUMIGATION,Zululand Pest Control,0.0,1.00,Each,2021-02-05,2021-07-30,159620,159620.0,280
Potential orders to investigate,Fogging,Other orders related to fogging,Home affairs,PPE021 Sanitising of buildings_Fumigation,The Specialist Franchise,9.87,17072.00,per m2,2020-05-14,2020-09-07,168523,168522.72,281
Potential orders to investigate,Fogging,Other orders related to fogging,Engcobo local municipality,PPE000 Other PPEs_Fumigation,Beezee Bee,0.0,0.00,Other UOM,2020-10-06,2020-10-06,175000,175000.0,282
Potential orders to investigate,Fogging,Other orders related to fogging,Justice & constitutional development,FUMIGATION SERVICES,Traffic Cleaning Services,0.0,1.00,0,,2020-08-03,177992,177992.3,283
Potential orders to investigate,Fogging,Other orders related to fogging,Engcobo local municipality,PPE000 Other PPEs_Fumigation,Elsha Management Consulting,0.0,0.00,Other UOM,2020-06-19,2020-06-30,179000,179000.0,284
Potential orders to investigate,Fogging,Other orders related to fogging,North west - mmabana sports and culture,"Other_Deep Cleaning, Sanitising and Fumigation of Mmabana Lehurutshe Building",Tefelotakatso,33.0,5481.00,per m2,2020-06-22,,180873,180873.0,285
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - agriculture and rural development,Other_Fogger Antibac 3000 1500W 20000Cu ft/min,Masethoni Investment,0.0,0.00,Other UOM,,2021-07-13,182275,0.0,286
Potential orders to investigate,Fogging,Other orders related to fogging,Electoral commission (iec),PPE000 Other PPEs_Disinfectant Fogging Spray 400ml,Charitoo Enterprise,47.0,4000 units,Each,2020-10-12,2020-12-17,188000,188000.0,287
Potential orders to investigate,Fogging,Other orders related to fogging,North west - mmabana sports and culture,"Other_Deep Cleaning, Sanitising and Fumigation of Mmabana Lehurutshe Building",Kgolagano Contra Logistics,0.0,whole building,Other UOM,2020-05-25,2020-06-25,188520,188520.0,288
Potential orders to investigate,Fogging,Other orders related to fogging,Railway safety regulator,PPE000 Other PPEs_Fumigating and Deep cleaning fleet,Mothwanape Hygiene And Facilities Management,480.0,16.00,Each,2020-06-05,,194580,194580.0,289
Potential orders to investigate,Fogging,Other orders related to fogging,Justice & constitutional development,FUMIGATION SERVICES,Ubuhlebothingo Primary Co-Operative Limited,0.0,1.00,0,,2020-09-11,196518,196518.1,290
Potential orders to investigate,Fogging,Other orders related to fogging,Ethekwini municipality,PPE019 Surface sanitisers and disinfectants_DISINFECTANT AEROSOL FOGGER,Chepil Trading,60.0,100.00,Each,2020-08-07,2020-07-29,196650,6000.0,291
Potential orders to investigate,Fogging,Other orders related to fogging,Bitou municipality,PPE021 Sanitising of buildings_SCM/RFQ/092/COMM: Fogging/ Disinfecetant,Imex Biz (Pty) Ltd,3.9,50641.03,per m2,2020-03-06,2020-06-25,197500,197500.0,292
Potential orders to investigate,Fogging,Other orders related to fogging,South african broadcasting corporation limited,PPE019 Surface sanitisers and disinfectants_l Alcohol Fogger for studios,In The Lupe,600.0,300.00,Each,2020-06-18,2020-07-31,207000,180000.0,293
Potential orders to investigate,Fogging,Other orders related to fogging,Higher education and training,PPE021 Sanitising of buildings_Fogging of Offices,Samilson Group,217962.44,3.00,Each,,,217962,198922.47,294
Potential orders to investigate,Fogging,Other orders related to fogging,Statistics south africa,Fogging various office in Free State for 8 months,Jessiema Hlokwe Trading,0.0,0.00,0,2020-08-20,,220800,220800.0,295
Potential orders to investigate,Fogging,Other orders related to fogging,Electoral commission (iec),PPE000 Other PPEs_Fogging Spray,Kmmek Designs,115.0,2000.00,Each,2020-09-15,,230000,230000.0,296
Potential orders to investigate,Fogging,Other orders related to fogging,Northern cape - cooperative governance human settlement and traditional affairs,Fogger cans,Sanitize Solutions,2388.0,1200 Cans of 400Ml,400ml cans,,,238800,0.0,297
Potential orders to investigate,Fogging,Other orders related to fogging,Road traffic management corporation,Disinfectant for Fogging,Sfs Gauteng,1552.5,160.00,25 Litre,2021-02-02,2021-02-18,248400,248400.0,298
Potential orders to investigate,Fogging,Other orders related to fogging,State security agency,"PPE000 Other PPEs_Antimicrobial fogging, sani",Steiner Hygiene Centurion,392830.8,1.00,Each,2020-06-17,2020-04-12,248595,392830.8,299
Potential orders to investigate,Fogging,Other orders related to fogging,South african broadcasting corporation limited,PPE019 Surface sanitisers and disinfectants_l Alcohol Fogger for studios,In The Lupe,440.0,500.00,Other UOM,2020-06-18,2020-07-31,253000,220000.0,300
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - g-fleet,Other_16 Litre Fogger,Neo Giften Trading,8940.0,30.00,Each,2020-08-21,2020-09-29,268200,268200.0,301
Potential orders to investigate,Fogging,Other orders related to fogging,North west - economy and enterprise development,Other_DISINFECTANT AEROSOL FOGGER,Moving Lanes Logistics & Distributors,90.0,1000.00,400ml,2021-05-21,2021-06-14,316200,90000.0,302
Potential orders to investigate,Fogging,Other orders related to fogging,Sa police service,PPE000 Other PPEs_UVL fogger portable disinfectant Aerosol Atomizer,Nondaba Waste Removals And Cleaning,16900.0,20.00,Each,2020-07-31,2020-08-18,338000,338000.0,303
Potential orders to investigate,Fogging,Other orders related to fogging,Umzimvubu local municipality,FUMIGATION AND DISINFECTION OF MUNICIPAL OFFICES AS PER SPECIFICATION,Teo Group,0.0,1.00,Each,2020-05-29,2020-06-18,395715,395715.0,304
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - health,FOGGING MACHINE3,Ethan Medical,14317.0,30.00,Each,2020-06-24,,429510,429510.0,305
Potential orders to investigate,Fogging,Other orders related to fogging,Kwazulu natal - ezemvelo kwazulu-natal wildlife,Other_Aerosol Fogger,Nyathi Yasolwande Enterprise Pty (Ltd),55.0,8000.00,400ml,2021-08-27,2021-08-27,440000,440000.0,306
Potential orders to investigate,Fogging,Other orders related to fogging,Limpopo - office of the premier,PPE000 Other PPEs_FOGGER SPRAY,0,96.1,1000.00,500ml,2021-03-19,2021-03-31,460000,460000.0,307
Potential orders to investigate,Fogging,Other orders related to fogging,Emakhazeni local municipality,Fumigation of municipal office,Gla Mining,460006.62,1.00,0,2020-05-29,2020-05-29,460007,460006.62,308
Potential orders to investigate,Fogging,Other orders related to fogging,Emakhazeni local municipality,Fumigation of municipal office,Gla Mining,460006.62,1.00,0,2020-05-22,2020-05-26,460007,460006.62,309
Potential orders to investigate,Fogging,Other orders related to fogging,Dbsa,PPE019 Surface sanitisers and disinfectants_Micro Fogging,Kagollo Trading Amd Projects,960000.0,1.00,Each,,,960000,960000.0,310
Potential orders to investigate,Fogging,Other orders related to fogging,Emakhazeni local municipality,Fumigation of municipal office,Gla Mining,1840026.48,1.00,0,2020-05-29,,1840026,1840026.48,311
Potential orders to investigate,Fogging,Other orders related to fogging,Gauteng - gambling board,Fogging and disinfecting of Alexandra township,Meridian Hygiene Services,97750.0,46000.00,Other UOM,2020-05-21,2020-01-06,3910000,4496500.0,312
Potential orders to investigate,Fogging,Other orders related to fogging,Electoral commission (iec),PPE000 Other PPEs_Disinfectant Fogging Spray 400ml,Difaka (Pty) Ltd,90.85,79350.00,Each,2021-06-30,,7208948,7208947.5,313
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE022 Sanitising of equipment,Info Tech Evolution,42.0,100.00,Each,2021-11-03,2021-11-03,4200,4200.0,314
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE009 Protective coveralls,Info Tech Evolution,90.0,50.00,Each,2021-11-03,2021-11-03,4500,4500.0,315
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE009 Protective coveralls,Info Tech Evolution,95.0,100.00,Each,2020-09-22,2020-09-30,9500,9500.0,316
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE028 Sanitiser refil for dispensers,Info Tech Evolution,850.0,20.00,Each,2020-09-22,2020-09-30,17000,17000.0,317
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE025 Sanitising spray bottles,Info Tech Evolution,390.0,50.00,Each,2020-09-22,2020-09-30,19500,19500.0,318
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE019 Surface sanitisers and disinfectants,Info Tech Evolution,625.0,50.00,Other UOM,2021-11-03,2021-11-03,31250,31250.0,319
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE019 Surface sanitisers and disinfectants,Info Tech Evolution,740.0,50.00,Other UOM,2020-08-24,2020-09-28,37000,37000.0,320
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE020 Hand sanitisers and disinfectants,Info Tech Evolution,1150.0,50.00,Other UOM,2021-11-03,2021-11-03,57500,57500.0,321
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE020 Hand sanitisers and disinfectants,Info Tech Evolution,1245.0,50.00,Other UOM,2020-08-24,2020-09-28,62250,62250.0,322
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,200800.00,Other UOM,,2020-08-10,200800,200800.0,323
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,235300.00,Other UOM,,2020-08-10,235300,235300.0,324
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,238200.00,Other UOM,,2020-08-10,238200,238200.0,325
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,253500.00,Other UOM,,2020-08-10,253500,253500.0,326
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,257100.00,Other UOM,,2020-10-15,257100,257100.0,327
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,257200.00,Other UOM,,2020-08-10,257200,257200.0,328
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,257200.00,Other UOM,,2020-10-15,257200,257200.0,329
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,257600.00,Other UOM,,2020-10-15,257600,257600.0,330
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,257700.00,Other UOM,,2020-10-15,257700,257700.0,331
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,258100.00,Other UOM,,2020-10-15,258100,258100.0,332
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,258430.00,Other UOM,,2020-10-15,258430,258430.0,333
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,258500.00,Other UOM,,2020-10-15,258500,258500.0,334
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,259100.00,Other UOM,,2020-10-15,259100,259100.0,335
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,259400.00,Other UOM,,2020-08-10,259400,259400.0,336
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,263300.00,Other UOM,,2020-08-10,263300,263300.0,337
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,263900.00,Other UOM,,2020-08-10,263900,263900.0,338
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,265000.00,Other UOM,,2020-08-10,265000,265000.0,339
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,265000.00,Other UOM,,2020-10-15,265000,265000.0,340
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,265600.00,Other UOM,,2020-10-15,265600,265600.0,341
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,266800.00,Other UOM,,2020-08-10,266800,266800.0,342
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,266900.00,Other UOM,,2020-08-10,266900,266900.0,343
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,266900.00,Other UOM,,2020-10-15,266900,266900.0,344
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,267250.00,Other UOM,,2020-08-10,267250,267250.0,345
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,267900.00,Other UOM,,2020-10-15,267900,267900.0,346
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,268000.00,Other UOM,,2020-08-10,268000,268000.0,347
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,269000.00,Other UOM,,2020-08-10,269000,269000.0,348
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,269100.00,Other UOM,,2020-08-10,269100,269100.0,349
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,269600.00,Other UOM,,2020-10-15,269600,269600.0,350
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,269700.00,Other UOM,,2020-08-10,269700,269700.0,351
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,269800.00,Other UOM,,2020-08-10,269800,269800.0,352
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,269900.00,Other UOM,,2020-08-10,269900,269900.0,353
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,282000.00,Other UOM,,2020-08-10,282000,282000.0,354
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,283900.00,Other UOM,,2020-10-15,283900,283900.0,355
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,285000.00,Other UOM,,2020-10-15,285000,285000.0,356
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,285980.00,Other UOM,,2020-10-15,285980,285980.0,357
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,286500.00,Other UOM,,2020-08-10,286500,286500.0,358
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,286800.00,Other UOM,,2020-08-10,286800,286800.0,359
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,287200.00,Other UOM,,2020-08-10,287200,287200.0,360
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,287200.00,Other UOM,,2020-10-15,287200,287200.0,361
